OriginalRow,OriginalText,CleanText,MatchedCategories,FinalCategory
568,Drawing & playing Badminton ,drawing   playing badminton,"Sports (badminton), Arts & Crafts (drawing)","Arts & Crafts (drawing), Sports (badminton)"
569,Gaming ,gaming,Gaming (gaming),Gaming (gaming)
570,1) I like to play Guitar 2) I love to Travel 3) I love to speak with new people,1  i like to play guitar 2  i love to travel 3  i love to speak with new people,"Music & Dance (guitar), Travel & Adventure (travel), Design (new)","Design (new), Music & Dance (guitar), Travel & Adventure (travel)"
571,To do something new,to do something new,Design (new),Design (new)
572,Dance travel ,dance travel,"Music & Dance (dance), Travel & Adventure (travel)","Music & Dance (dance), Travel & Adventure (travel)"
573,Movies,movies,Entertainment (movie),Entertainment (movie)
574,Cricket ,cricket,Sports (cricket),Sports (cricket)
575,Watching movies and watch collections,watching movies and watch collections,Entertainment (movie),Entertainment (movie)
576,Gaming Sports,gaming sports,"Sports (sport), Gaming (gaming)","Gaming (gaming), Sports (sport)"
577,Gym ,gym,Fitness & Gym (gym),Fitness & Gym (gym)
578,Playing badminton and listening songs,playing badminton and listening songs,"Sports (badminton), Music & Dance (song), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (song), Sports (badminton)"
579,Sports and reading ,sports and reading,"Sports (sport), Reading & Writing (read)","Reading & Writing (read), Sports (sport)"
580,Playing guitar Reading,playing guitar reading,"Music & Dance (guitar), Reading & Writing (read)","Music & Dance (guitar), Reading & Writing (read)"
581,Cricket ,cricket,Sports (cricket),Sports (cricket)
582,Listening musicreading sci-fi novels watching documentariespc games,listening musicreading sci fi novels watching documentariespc games,"Music & Dance (music), Reading & Writing (read), Gaming (game), Entertainment (watching), Mind & Wellness (listening)","Entertainment (watching), Gaming (game), Mind & Wellness (listening), Music & Dance (music), Reading & Writing (read)"
583,Music and reading ,music and reading,"Music & Dance (music), Reading & Writing (read)","Music & Dance (music), Reading & Writing (read)"
584,My hobbies are drawing like to swim and travel (explore new places) with friends,my hobbies are drawing like to swim and travel  explore new places  with friends,"Sports (swim), Arts & Crafts (drawing), Travel & Adventure (travel), Design (new)","Arts & Crafts (drawing), Design (new), Sports (swim), Travel & Adventure (travel)"
585,Playing football athleticsarts,playing football athleticsarts,"Sports (football), Arts & Crafts (art)","Arts & Crafts (art), Sports (football)"
586,Reading ,reading,Reading & Writing (read),Reading & Writing (read)
587,-,,,None (explicit none match)
588,Dancing ,dancing,Music & Dance (dancing),Music & Dance (dancing)
589,Drawing ,drawing,Arts & Crafts (drawing),Arts & Crafts (drawing)
590,Traveling ,traveling,Travel & Adventure (travel),Travel & Adventure (travel)
591,Aeromodelling music,aeromodelling music,Music & Dance (music),Music & Dance (music)
592,Participate in any extra curricular activities,participate in any extra curricular activities,Arts & Crafts (art),Arts & Crafts (art)
593,Reading books ,reading books,Reading & Writing (read),Reading & Writing (read)
594,Dance and travel ,dance and travel,"Music & Dance (dance), Travel & Adventure (travel)","Music & Dance (dance), Travel & Adventure (travel)"
595,Listening music ,listening music,"Music & Dance (music), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music)"
596,Automobile ,automobile,Automotive & Racing (automobile),Automotive & Racing (automobile)
597,Drawing and painting ,drawing and painting,Arts & Crafts (drawing),Arts & Crafts (drawing)
598,Swimming sketching playing badminton,swimming sketching playing badminton,"Sports (badminton), Arts & Crafts (sketching)","Arts & Crafts (sketching), Sports (badminton)"
599,Music guitar working out cleaning ,music guitar working out cleaning,Music & Dance (music),Music & Dance (music)
600,Cooking & travelling ,cooking   travelling,"Travel & Adventure (travel), Cooking & Baking (cook)","Cooking & Baking (cook), Travel & Adventure (travel)"
601,No,no,,None (explicit none match)
602,Watching web series Travel bike riding ,watching web series travel bike riding,"Travel & Adventure (travel), Entertainment (web series), Automotive & Racing (bike)","Automotive & Racing (bike), Entertainment (web series), Travel & Adventure (travel)"
603,Studying cooking ,studying cooking,"Cooking & Baking (cook), Education & Study (studying)","Cooking & Baking (cook), Education & Study (studying)"
604,Writing and traveling,writing and traveling,"Reading & Writing (writing), Travel & Adventure (travel)","Reading & Writing (writing), Travel & Adventure (travel)"
605,Rifel Shooting ,rifel shooting,Sports (rifel shooting),Sports (rifel shooting)
606,Cooking,cooking,Cooking & Baking (cook),Cooking & Baking (cook)
607,Cooking and planning trips,cooking and planning trips,Cooking & Baking (cook),Cooking & Baking (cook)
608,Play games,play games,Gaming (game),Gaming (game)
609,Reading books trekking cooking playing cricket etc.,reading books trekking cooking playing cricket etc,"Sports (cricket), Reading & Writing (read), Travel & Adventure (trek), Cooking & Baking (cook)","Cooking & Baking (cook), Reading & Writing (read), Sports (cricket), Travel & Adventure (trek)"
610,Understanding mechanism and Repairing electronics devices.,understanding mechanism and repairing electronics devices,Technology & Coding (electronics),Technology & Coding (electronics)
611,I Like Playing Instruments And Dancingalso Loves To Play All sports Games Doing Volunteering Of Various Events Activitiesetc.,i like playing instruments and dancingalso loves to play all sports games doing volunteering of various events activitiesetc,"Sports (sport), Music & Dance (dancing), Technology & Coding (doing), Gaming (game), Social & Volunteering (volunteer)","Gaming (game), Music & Dance (dancing), Social & Volunteering (volunteer), Sports (sport), Technology & Coding (doing)"
612,Reading books watching movies travelling and exploring different places listening music ,reading books watching movies travelling and exploring different places listening music,"Music & Dance (music), Reading & Writing (read), Travel & Adventure (travel), Entertainment (movie), Mind & Wellness (listening)","Entertainment (movie), Mind & Wellness (listening), Music & Dance (music), Reading & Writing (read), Travel & Adventure (travel)"
613,Karate Chess Swimming Badminton and Cricket ,karate chess swimming badminton and cricket,Sports (chess),Sports (chess)
614,Volley Ball ,volley ball,Sports (volley ball),Sports (volley ball)
615,Dancing and reading books,dancing and reading books,"Music & Dance (dancing), Reading & Writing (read)","Music & Dance (dancing), Reading & Writing (read)"
616,Reading books ,reading books,Reading & Writing (read),Reading & Writing (read)
617,Reading books singing ,reading books singing,"Music & Dance (singing), Reading & Writing (read)","Music & Dance (singing), Reading & Writing (read)"
618,Sketching ,sketching,Arts & Crafts (sketching),Arts & Crafts (sketching)
619,Dancing  listening to music etc,dancing  listening to music etc,"Music & Dance (music), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music)"
620,Listening to music and going for trekking. ,listening to music and going for trekking,"Music & Dance (music), Travel & Adventure (trek), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Travel & Adventure (trek)"
621,Sketching reading novels singing playing guitar  badminton ,sketching reading novels singing playing guitar  badminton,"Sports (badminton), Arts & Crafts (sketching), Music & Dance (singing), Reading & Writing (read)","Arts & Crafts (sketching), Music & Dance (singing), Reading & Writing (read), Sports (badminton)"
622,Learning new things and technology,learning new things and technology,"Reading & Writing (learn), Technology & Coding (tech), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Reading & Writing (learn), Technology & Coding (tech)"
623,Health and fitness ,health and fitness,Fitness & Gym (fitness),Fitness & Gym (fitness)
624,Reading story books ,reading story books,Reading & Writing (read),Reading & Writing (read)
625,Traking traveling listening music ,traking traveling listening music,"Music & Dance (music), Travel & Adventure (travel), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Travel & Adventure (travel)"
626,F1 and Books,f1 and books,Reading & Writing (book),Reading & Writing (book)
627,Reading story books and photography ,reading story books and photography,"Reading & Writing (read), Design (photography)","Design (photography), Reading & Writing (read)"
628,Physical fitness and watching podcast of army veteran,physical fitness and watching podcast of army veteran,"Fitness & Gym (fitness), Entertainment (watching)","Entertainment (watching), Fitness & Gym (fitness)"
629,Reading books ,reading books,Reading & Writing (read),Reading & Writing (read)
630,Travelinggaming,travelinggaming,"Travel & Adventure (travel), Gaming (gaming)","Gaming (gaming), Travel & Adventure (travel)"
631,Arts and drawing ,arts and drawing,Arts & Crafts (drawing),Arts & Crafts (drawing)
632,Basketball,basketball,Sports (basketball),Sports (basketball)
633,Playing outdoor games  learning new things ,playing outdoor games  learning new things,"Reading & Writing (learn), Gaming (game), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Gaming (game), Reading & Writing (learn)"
634,Reading sketchingmoviesmusic,reading sketchingmoviesmusic,"Arts & Crafts (sketching), Music & Dance (music), Reading & Writing (read), Entertainment (movie)","Arts & Crafts (sketching), Entertainment (movie), Music & Dance (music), Reading & Writing (read)"
635,Reading and exploring,reading and exploring,"Reading & Writing (read), Travel & Adventure (exploring)","Reading & Writing (read), Travel & Adventure (exploring)"
636,Sports ,sports,Sports (sport),Sports (sport)
637,Music traveling singing ,music traveling singing,"Music & Dance (music), Travel & Adventure (travel)","Music & Dance (music), Travel & Adventure (travel)"
638,Drawing ,drawing,Arts & Crafts (drawing),Arts & Crafts (drawing)
639,Sports,sports,Sports (sport),Sports (sport)
640,Dance,dance,Music & Dance (dance),Music & Dance (dance)
641,Drawing,drawing,Arts & Crafts (drawing),Arts & Crafts (drawing)
642,Reading books ,reading books,Reading & Writing (read),Reading & Writing (read)
643,Reading books treking farming and coding. ,reading books treking farming and coding,"Reading & Writing (read), Travel & Adventure (trek), Technology & Coding (coding)","Reading & Writing (read), Technology & Coding (coding), Travel & Adventure (trek)"
644,Play draw swim Love being in farm travel,play draw swim love being in farm travel,"Sports (swim), Travel & Adventure (travel)","Sports (swim), Travel & Adventure (travel)"
